[2014-05-25 00:03:13] admc, quitting. (Quit: Leaving.)
[2014-05-25 00:04:41] admc, joining. (#ios-driver)
[2014-05-25 00:42:54] admc, quitting. (Quit: Leaving.)
[2014-05-25 07:03:51] nirvdrum_, changing nick to nirvdrum.
[2014-05-25 08:25:53] admc, joining. (#ios-driver)
[2014-05-25 08:28:41] smccarthy, joining. (#ios-driver)
[2014-05-25 08:32:36] admc, quitting. (Quit: Leaving.)
[2014-05-25 16:03:36] admc, joining. (#ios-driver)
[2014-05-25 16:18:27] admc, quitting. (Quit: Leaving.)
