[2014-10-05 01:56:44] operatiay, joining. (#ios-driver)
[2014-10-05 02:01:25] operatiay, quitting. (Ping timeout: 260 seconds)
[2014-10-05 05:58:23] operatiay, joining. (#ios-driver)
[2014-10-05 06:03:09] operatiay, quitting. (Ping timeout: 260 seconds)
[2014-10-05 09:59:42] operatiay, joining. (#ios-driver)
[2014-10-05 10:04:24] operatiay, quitting. (Ping timeout: 260 seconds)
[2014-10-05 13:19:08] smccarthy, joining. (#ios-driver)
[2014-10-05 14:45:19] smccarthy, quitting. (Quit: Leaving...)
[2014-10-05 16:02:11] operatiay, joining. (#ios-driver)
